source,output,grade,source_grade,side,split,method,score,inner_method,inner_score,x,y,width,height
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528171_5724.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778528171_5724.jpg,10,10,front,val,edges_ratio,0.506456,,,100,433,740,1036
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528227_5744.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778528227_5744.jpg,10,10,front,val,edges_ratio,0.596839,,,74,363,750,1050
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528237_5748.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528237_5748.jpg,10,10,front,train,edges_ratio,0.559585,,,90,411,778,1089
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528247_5750.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778528247_5750.jpg,10,10,front,val,edges_ratio,0.605452,,,66,361,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528249_5754.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528249_5754.jpg,10,10,front,train,fallback,0.000000,,,94,432,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528260_5770.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528260_5770.jpg,10,10,front,train,edges_ratio,0.512249,,,102,508,745,1043
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528267_5782.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778528267_5782.jpg,10,10,front,val,edges_ratio,0.615333,,,90,416,817,1144
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528271_5790.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528271_5790.jpg,10,10,front,train,edges_ratio,0.583370,,,75,361,739,1035
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528272_5794.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528272_5794.jpg,10,10,front,train,edges_ratio,0.560217,,,38,462,781,1094
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528273_5796.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\10\front_img_1778528273_5796.jpg,10,10,front,test,saturation_ratio,0.594992,,,75,359,747,1046
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528275_5798.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528275_5798.jpg,10,10,front,train,edges_ratio,0.596530,,,73,358,748,1047
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528278_5802.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528278_5802.jpg,10,10,front,train,edges_ratio,0.511913,,,102,441,745,1043
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528279_5804.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528279_5804.jpg,10,10,front,train,fallback,0.000000,,,95,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528287_5810.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528287_5810.jpg,10,10,front,train,edges_ratio,0.561189,,,73,410,779,1091
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528294_5816.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528294_5816.jpg,10,10,front,train,edges_ratio,0.530891,,,76,436,760,1064
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528306_5832.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528306_5832.jpg,10,10,front,train,fallback,0.000000,,,94,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528307_5834.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528307_5834.jpg,10,10,front,train,fallback,0.000000,,,94,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528307_5836.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528307_5836.jpg,10,10,front,train,fallback,0.000000,,,94,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528309_5840.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528309_5840.jpg,10,10,front,train,edges_ratio,0.412500,,,156,598,623,872
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528463_5974.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528463_5974.jpg,10,10,front,train,edges_ratio,0.595043,,,40,405,805,1127
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528464_5976.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778528464_5976.jpg,10,10,front,val,edges_ratio,0.580531,,,103,435,794,1112
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528468_5980.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528468_5980.jpg,10,10,front,train,edges_ratio,0.466131,,,99,479,712,997
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528473_5988.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\10\front_img_1778528473_5988.jpg,10,10,front,test,edges_ratio,0.482147,,,81,482,725,1015
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528477_5996.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528477_5996.jpg,10,10,front,train,edges_ratio,0.616793,,,66,359,762,1067
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528478_5998.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528478_5998.jpg,10,10,front,train,edges_ratio,0.584068,,,110,358,744,1042
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528480_6000.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528480_6000.jpg,10,10,front,train,edges_ratio,0.598745,,,34,365,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528489_6014.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528489_6014.jpg,10,10,front,train,edges_ratio,0.561254,,,112,422,781,1093
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528496_6020.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528496_6020.jpg,10,10,front,train,fallback,0.000000,,,95,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528500_6022.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778528500_6022.jpg,10,10,front,val,edges_ratio,0.569537,,,51,418,788,1103
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528510_6028.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778528510_6028.jpg,10,10,front,val,edges_ratio,0.553536,,,32,430,777,1088
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528514_6032.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528514_6032.jpg,10,10,front,train,fallback,0.000000,,,95,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528518_6036.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528518_6036.jpg,10,10,front,train,fallback,0.000000,,,95,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528522_6038.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528522_6038.jpg,10,10,front,train,edges_ratio,0.521156,,,88,420,752,1053
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528537_6044.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778528537_6044.jpg,10,10,front,val,edges_ratio,0.417926,,,136,476,673,942
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528620_6078.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778528620_6078.jpg,10,10,front,val,edges_ratio,0.564458,,,52,412,784,1098
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528643_6090.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\10\front_img_1778528643_6090.jpg,10,10,front,test,edges_ratio,0.432347,,,136,448,685,959
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528683_6114.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528683_6114.jpg,10,10,front,train,edges_ratio,0.428386,,,176,416,685,959
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528707_6124.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528707_6124.jpg,10,10,front,train,edges_ratio,0.599159,,,66,356,749,1049
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528714_6128.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778528714_6128.jpg,10,10,front,val,edges_ratio,0.552987,,,87,388,773,1082
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528768_6150.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528768_6150.jpg,10,10,front,train,edges_ratio,0.602465,,,67,357,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528769_6152.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528769_6152.jpg,10,10,front,train,edges_ratio,0.582659,,,68,362,741,1037
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528776_6154.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528776_6154.jpg,10,10,front,train,fallback,0.000000,,,95,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528784_6158.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528784_6158.jpg,10,10,front,train,saturation_ratio,0.595923,,,67,362,747,1046
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528785_6160.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528785_6160.jpg,10,10,front,train,edges_ratio,0.511892,,,107,432,744,1042
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528786_6162.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528786_6162.jpg,10,10,front,train,edges_ratio,0.582771,,,69,362,741,1037
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528788_6164.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528788_6164.jpg,10,10,front,train,edges_ratio,0.605521,,,63,359,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528792_6166.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\10\front_img_1778528792_6166.jpg,10,10,front,test,edges_ratio,0.603941,,,63,359,754,1056
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528794_6168.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528794_6168.jpg,10,10,front,train,edges_ratio,0.597805,,,69,361,750,1050
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528794_6170.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528794_6170.jpg,10,10,front,train,edges_ratio,0.599575,,,68,364,751,1052
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528799_6172.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\10\front_img_1778528799_6172.jpg,10,10,front,test,edges_ratio,0.605634,,,64,359,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528801_6174.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528801_6174.jpg,10,10,front,train,edges_ratio,0.589578,,,74,365,745,1043
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528803_6176.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528803_6176.jpg,10,10,front,train,edges_ratio,0.607031,,,65,360,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528812_6182.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528812_6182.jpg,10,10,front,train,edges_ratio,0.589691,,,73,360,745,1043
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528817_6184.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528817_6184.jpg,10,10,front,train,edges_ratio,0.405446,,,178,430,665,931
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528817_6186.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778528817_6186.jpg,10,10,front,val,edges_ratio,0.548929,,,87,484,770,1078
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528823_6190.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528823_6190.jpg,10,10,front,train,edges_ratio,0.603520,,,65,359,754,1055
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528888_6230.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528888_6230.jpg,10,10,front,train,edges_ratio,0.517621,,,96,426,748,1047
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528891_6232.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528891_6232.jpg,10,10,front,train,edges_ratio,0.531629,,,83,430,760,1064
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528894_6234.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528894_6234.jpg,10,10,front,train,edges_ratio,0.608657,,,96,430,813,1138
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528951_6326.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\10\front_img_1778528951_6326.jpg,10,10,front,test,edges_ratio,0.530816,,,68,429,759,1063
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528954_6328.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528954_6328.jpg,10,10,front,train,edges_ratio,0.504612,,,67,483,742,1039
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528958_6332.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\10\front_img_1778528958_6332.jpg,10,10,front,test,fallback,0.000000,,,94,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528959_6334.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528959_6334.jpg,10,10,front,train,fallback,0.000000,,,95,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528960_6338.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528960_6338.jpg,10,10,front,train,edges_ratio,0.513014,,,96,550,746,1044
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528961_6340.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528961_6340.jpg,10,10,front,train,edges_ratio,0.562063,,,58,428,782,1095
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528965_6354.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528965_6354.jpg,10,10,front,train,edges_ratio,0.512038,,,97,493,745,1043
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528966_6358.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528966_6358.jpg,10,10,front,train,edges_ratio,0.608931,,,77,433,813,1138
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528967_6366.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528967_6366.jpg,10,10,front,train,edges_ratio,0.510762,,,98,500,744,1042
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528969_6374.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528969_6374.jpg,10,10,front,train,edges_ratio,0.589788,,,46,425,800,1120
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528971_6382.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528971_6382.jpg,10,10,front,train,edges_ratio,0.567922,,,113,410,787,1102
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528971_6384.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528971_6384.jpg,10,10,front,train,fallback,0.000000,,,95,432,758,1061
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528975_6400.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528975_6400.jpg,10,10,front,train,edges_ratio,0.457428,,,121,454,703,984
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528975_6402.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528975_6402.jpg,10,10,front,train,edges_ratio,0.500787,,,108,452,737,1032
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528975_6404.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528975_6404.jpg,10,10,front,train,edges_ratio,0.597333,,,38,438,807,1130
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528977_6408.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528977_6408.jpg,10,10,front,train,saturation_ratio,0.531524,,,106,433,760,1064
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528977_6410.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778528977_6410.jpg,10,10,front,val,edges_ratio,0.552544,,,127,439,777,1088
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528984_6446.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778528984_6446.jpg,10,10,front,val,fallback,0.000000,,,94,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528989_6470.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528989_6470.jpg,10,10,front,train,edges_ratio,0.608787,,,76,361,758,1061
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528989_6474.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778528989_6474.jpg,10,10,front,train,fallback,0.000000,,,95,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778528991_6484.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\10\front_img_1778528991_6484.jpg,10,10,front,test,edges_ratio,0.450328,,,176,462,703,984
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529001_6524.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529001_6524.jpg,10,10,front,train,saturation_ratio,0.615501,,,63,363,759,1063
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529011_6572.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778529011_6572.jpg,10,10,front,val,edges_ratio,0.594032,,,69,358,748,1047
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529013_6580.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529013_6580.jpg,10,10,front,train,saturation_ratio,0.569529,,,83,411,782,1095
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529022_6612.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529022_6612.jpg,10,10,front,train,edges_ratio,0.524623,,,94,433,753,1054
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529029_6620.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529029_6620.jpg,10,10,front,train,edges_ratio,0.617259,,,70,366,763,1068
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529029_6622.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529029_6622.jpg,10,10,front,train,edges_ratio,0.602437,,,74,364,754,1055
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529032_6628.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529032_6628.jpg,10,10,front,train,edges_ratio,0.608722,,,68,357,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529035_6640.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529035_6640.jpg,10,10,front,train,edges_ratio,0.605859,,,66,362,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529035_6642.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\10\front_img_1778529035_6642.jpg,10,10,front,test,edges_ratio,0.589181,,,74,371,745,1043
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529038_6652.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529038_6652.jpg,10,10,front,train,fallback,0.000000,,,94,432,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529049_6666.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529049_6666.jpg,10,10,front,train,edges_ratio,0.614509,,,61,370,761,1065
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529056_6678.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778529056_6678.jpg,10,10,front,val,edges_ratio,0.595895,,,65,358,749,1049
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529065_6712.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529065_6712.jpg,10,10,front,train,edges_ratio,0.591324,,,68,365,740,1036
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529067_6724.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778529067_6724.jpg,10,10,front,val,edges_ratio,0.520857,,,40,392,754,1056
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529070_6734.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529070_6734.jpg,10,10,front,train,edges_ratio,0.603647,,,69,360,754,1056
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529072_6742.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529072_6742.jpg,10,10,front,train,edges_ratio,0.593919,,,71,368,748,1047
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529072_6744.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529072_6744.jpg,10,10,front,train,fallback,0.000000,,,94,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529074_6748.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778529074_6748.jpg,10,10,front,val,edges_ratio,0.500373,,,103,429,734,1028
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529085_6764.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529085_6764.jpg,10,10,front,train,saturation_ratio,0.589961,,,74,401,796,1114
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529113_6784.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529113_6784.jpg,10,10,front,train,saturation_ratio,0.596530,,,73,358,748,1047
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529114_6786.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\10\front_img_1778529114_6786.jpg,10,10,front,test,saturation_ratio,0.572591,,,81,413,784,1098
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529120_6792.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529120_6792.jpg,10,10,front,train,edges_ratio,0.605113,,,69,358,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529124_6798.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778529124_6798.jpg,10,10,front,val,saturation_ratio,0.402706,,,79,415,666,932
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529143_6822.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529143_6822.jpg,10,10,front,train,saturation_ratio,0.570685,,,82,394,784,1098
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529149_6834.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529149_6834.jpg,10,10,front,train,edges_ratio,0.536800,,,72,454,765,1071
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529149_6836.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529149_6836.jpg,10,10,front,train,edges_ratio,0.512144,,,103,429,745,1043
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529218_6886.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529218_6886.jpg,10,10,front,train,fallback,0.000000,,,94,432,755,1057
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529239_6906.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\10\front_img_1778529239_6906.jpg,10,10,front,test,fallback,0.000000,,,95,432,756,1058
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529245_6910.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\10\front_img_1778529245_6910.jpg,10,10,front,val,edges_ratio,0.611604,,,64,388,810,1134
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529280_6932.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\10\front_img_1778529280_6932.jpg,10,10,front,test,edges_ratio,0.414009,,,134,473,670,938
C:\Users\L3o36\pokescan\dataset_pokemon\10\front\img_1778529300_6944.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\10\front_img_1778529300_6944.jpg,10,10,front,train,edges_ratio,0.548550,,,70,423,771,1079
C:\Users\L3o36\pokescan\dataset_pokemon\8\back\img_1778518431_11.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\val\8\back_img_1778518431_11.jpg,8,8,back,val,saturation_ratio,0.560427,,,86,414,776,1086
C:\Users\L3o36\pokescan\dataset_pokemon\8\back\img_1778518431_13.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\8\back_img_1778518431_13.jpg,8,8,back,test,edges_ratio,0.584532,,,66,425,792,1109
C:\Users\L3o36\pokescan\dataset_pokemon\8\back\img_1778518431_15.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\8\back_img_1778518431_15.jpg,8,8,back,train,edges_ratio,0.579553,,,82,425,789,1105
C:\Users\L3o36\pokescan\dataset_pokemon\8\back\img_1778524405_9.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\8\back_img_1778524405_9.jpg,8,8,back,train,saturation_ratio,0.560427,,,86,414,776,1086
C:\Users\L3o36\pokescan\dataset_pokemon\8\back\img_1778524406_11.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\test\8\back_img_1778524406_11.jpg,8,8,back,test,edges_ratio,0.584532,,,66,425,792,1109
C:\Users\L3o36\pokescan\dataset_pokemon\8\back\img_1778524407_15.jpg,C:\Users\L3o36\pokescan\dataset_high_grade\train\8\back_img_1778524407_15.jpg,8,8,back,train,edges_ratio,0.460577,,,77,422,706,988
